name,id,album,artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genres,cluster_label
Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,Torches,['Foster The People'],0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,0.965,"['modern rock', 'rock', 'indietronica', 'modern alternative rock']",10
Lost,5uMoppTUGhP4l1Unv4OaMX,Lost,['Blake Rose'],0.216,0.597,0.687,0.0,0.107,-6.536,0.0466,94.749,0.502,"['australian electropop', 'singer-songwriter pop']",10
Stubborn Love,3ekNuTF3UpOvIZCfiejpnC,The Lumineers,['The Lumineers'],0.611,0.598,0.561,0.0417,0.196,-11.676,0.0376,115.011,0.231,"['folk-pop', 'neo mellow', 'stomp and holler', 'modern rock']",10
"Tum Tum (From ""Enemy - Tamil"")",1zfS3EZFRA6oTSu49VFaGW,"Tum Tum (From ""Enemy - Tamil"")","['Thaman S', 'Srivardhani Kuchi', 'Aditi Bhavaraju', 'Satya Yamini', 'Roshini JKV', 'Tejaswini', 'Karaikudi Mani']",0.756,0.741,0.761,0.00062,0.124,-5.414,0.141,147.036,0.907,"['tollywood', 'classic tollywood', 'indian classical', 'tamil pop', 'new beat', 'carnatic instrumental', 'telugu indie', 'indian percussion']",10
Magic in the Air (feat. Ahmed Chawki),3s6ltUrI93LBKU8taezsLn,Africainement vôtre,"['Magic System', 'Chawki']",0.091,0.621,0.907,0.0,0.067,-3.923,0.0474,128.056,0.884,"['afropop', 'zouglou', 'french pop', 'moroccan pop']",10
Big Bad World,6E0TAY4YF9Km4eEvQNGHxG,In A Perfect World (Expanded Edition),['Kodaline'],0.00162,0.528,0.841,1.98e-05,0.383,-5.961,0.031,115.007,0.349,"['irish pop', 'neo mellow', 'modern rock']",10
Ik Vaari Aa,7fyiYhn7STpHvT5g0lbncC,Raabta,"['Pritam', 'Arijit Singh']",0.305,0.512,0.752,0.0,0.708,-4.857,0.0534,127.965,0.428,"['indian instrumental', 'modern bollywood', 'filmi']",10
Why This Kolaveri Di? - The Soup of Love,2VGs7EmaIxq96Wcog6DQOc,Why This Kolaveri Di? (The Soup of Love),"['Anirudh Ravichander', 'Dhanush']",0.59,0.82,0.785,1.79e-05,0.372,-4.003,0.158,140.013,0.894,"['tamil hip hop', 'desi hip hop', 'filmi', 'kollywood']",10
Let You Down,52okn5MNA47tk87PeZJLEL,Perception,['NF'],0.314,0.661,0.714,0.0,0.179,-5.68,0.121,147.998,0.464,"['pop rap', 'hip hop']",10
Brand New Day,4EPJZZfwmToEj4XSXjP6NY,In A Perfect World (Expanded Edition),['Kodaline'],0.0127,0.57,0.89,0.000151,0.124,-3.808,0.0322,121.013,0.57,"['irish pop', 'neo mellow', 'modern rock']",10
Killswitch Lullaby (Sped Up),623IUFL96c2bSwxgfqhuy7,Killswitch Lullaby (Remixes),['The Lonely Tree'],0.982,0.459,0.328,0.909,0.105,-15.395,0.0326,152.479,0.282,['corecore'],10
Holocene,35KiiILklye1JRRctaLUb4,"Bon Iver, Bon Iver",['Bon Iver'],0.943,0.374,0.304,0.298,0.126,-14.52,0.0302,147.969,0.147,"['melancholia', 'modern rock', 'eau claire indie', 'indie folk', 'chamber pop']",10
Si No Estás,2HafqoJbgXdtjwCOvNEF14,Si No Estás,['iñigo quintero'],0.827,0.537,0.421,0.0,0.138,-8.72,0.0285,98.224,0.524,[],10
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",5rurggqwwudn9clMdcchxT,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"['Metro Boomin', 'Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",0.481,0.636,0.537,0.0,0.113,-7.902,0.0817,140.133,0.199,"['melodic rap', 'rap', 'canadian hip hop', 'trap', 'canadian trap']",11
Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,Planet Pit (Deluxe Version),"['Pitbull', 'AFROJACK', 'Ne-Yo', 'Nayer']",0.191,0.671,0.939,0.0,0.298,-3.206,0.161,129.024,0.53,"['edm', 'dutch house', 'r&b', 'miami hip hop', 'electro house', 'dance pop', 'urban contemporary', 'deep dance pop', 'pop dance', 'pop', 'big room']",11
Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,Hoodie SZN,['A Boogie Wit da Hoodie'],0.407,0.791,0.587,0.0,0.148,-5.075,0.0413,96.057,0.536,"['melodic rap', 'rap', 'trap']",11
XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,Luv Is Rage 2,['Lil Uzi Vert'],0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,155.096,0.401,"['melodic rap', 'trap', 'rap', 'rage rap', 'philly rap', 'hip hop']",11
Still Think About You,2FTeQQ5Rg9tBpgpTF5mnhE,Artist,['A Boogie Wit da Hoodie'],0.219,0.946,0.646,0.0,0.0643,-6.604,0.21,127.978,0.961,"['melodic rap', 'rap', 'trap']",11
"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",53MHr9cjIlwet0mpmqNvjC,Go Off,"['Lil Uzi Vert', 'Quavo', 'Travis Scott']",0.0256,0.733,0.777,0.0,0.239,-2.83,0.0791,88.494,0.724,"['melodic rap', 'trap', 'rap', 'rage rap', 'atl hip hop', 'philly rap', 'hip hop', 'slap house']",11
My Shit,5uQOauh47VFt3B2kV9kRXw,Artist,['A Boogie Wit da Hoodie'],0.244,0.812,0.621,0.0,0.099,-8.3,0.0515,77.998,0.847,"['melodic rap', 'rap', 'trap']",11
pick up the phone,20dP2DaMHIAmwWAbp7peSr,Birds In The Trap Sing McKnight,"['Young Thug', 'Travis Scott']",0.114,0.711,0.739,0.0,0.226,-3.804,0.129,136.919,0.43,"['melodic rap', 'trap', 'rap', 'atl hip hop', 'gangster rap', 'hip hop', 'slap house', 'atl trap']",11
Tough,22DH8NChecsgPxDjA4pqer,Tough,"['Quavo', 'Lana Del Rey']",0.452,0.582,0.557,1.87e-05,0.121,-7.981,0.101,84.989,0.211,"['melodic rap', 'rap', 'atl hip hop', 'pop', 'trap', 'art pop']",11
Crowded Room (feat. 6LACK),2C0hTkdEoikhKzDCJl32QZ,Rare,"['Selena Gomez', '6LACK']",0.762,0.726,0.415,2.43e-06,0.103,-8.407,0.0522,90.052,0.327,"['post-teen pop', 'melodic rap', 'rap', 'r&b', 'atl hip hop', 'pop', 'trap']",11
ROXANNE - Remix,5hC7h0yWVMkxhLbNXCscBR,ROXANNE (Remix),"['Arizona Zervas', 'Swae Lee']",0.0273,0.696,0.663,0.0,0.461,-5.662,0.108,175.075,0.423,"['melodic rap', 'rap', 'rhode island rap', 'pop rap', 'trap', 'indie pop rap']",11
20 Min,0uxSUdBrJy9Un0EYoBowng,Luv Is Rage 2 - Deluxe,['Lil Uzi Vert'],0.109,0.773,0.75,0.0,0.174,-4.009,0.117,123.426,0.783,"['melodic rap', 'trap', 'rap', 'rage rap', 'philly rap', 'hip hop']",11
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,0.617,"['reggaeton', 'edm', 'post-teen pop', 'rap', 'electronic trap', 'dance pop', 'pop dance', 'urbano latino', 'pop', 'trap latino', 'puerto rican pop']",11
"Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",1HB18GDULtgNKWIuutmQXv,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),"['Metro Boomin', 'Don Toliver', 'Lil Uzi Vert']",0.183,0.595,0.65,0.00107,0.175,-6.859,0.0432,144.002,0.245,"['melodic rap', 'trap', 'rap', 'rage rap', 'philly rap', 'hip hop']",11
Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,NOT ALL HEROES WEAR CAPES (Deluxe),"['Metro Boomin', 'Gunna']",0.368,0.901,0.464,1.82e-05,0.238,-9.789,0.0645,109.004,0.638,"['melodic rap', 'rap', 'atl hip hop', 'trap']",11
TAlk tO Me (with Rich The Kid),2QihWAl9xAwGPm5vGoO7uM,LoVE me NOw (ReLoAdeD),"['Tory Lanez', 'Rich The Kid']",0.06,0.731,0.657,0.0,0.0874,-8.56,0.0434,159.97,0.491,"['melodic rap', 'rap', 'r&b', 'pop rap', 'atl hip hop', 'plugg', 'canadian hip hop', 'trap', 'canadian trap']",11
Trance (with Travis Scott & Young Thug),5wG3HvLhF6Y5KTGlK0IW3J,HEROES & VILLAINS,"['Metro Boomin', 'Travis Scott', 'Young Thug']",0.175,0.765,0.552,0.0,0.193,-7.524,0.309,119.476,0.492,"['melodic rap', 'trap', 'rap', 'atl hip hop', 'gangster rap', 'hip hop', 'slap house', 'atl trap']",11
HVN ON EARTH (with Kodak Black),4CIyxiObT9G35HrSItAblR,TEC,"['Lil Tecca', 'Kodak Black']",0.0684,0.727,0.637,0.000294,0.131,-5.185,0.0779,131.997,0.215,"['melodic rap', 'trap', 'rap', 'miami hip hop', 'pluggnb', 'florida drill', 'florida rap', 'trap latino']",11
The Color Violet,3azJifCSqg9fRij2yKIbWz,Alone At Prom,['Tory Lanez'],0.157,0.645,0.534,0.0,0.0863,-10.8,0.0479,105.02,0.463,"['melodic rap', 'rap', 'r&b', 'pop rap', 'canadian hip hop', 'trap', 'canadian trap']",11
Lavender Sunflower,1au2UduxcvHfa0fZS3Szci,Alone At Prom,['Tory Lanez'],0.253,0.607,0.735,0.0,0.11,-6.065,0.095,88.894,0.964,"['melodic rap', 'rap', 'r&b', 'pop rap', 'canadian hip hop', 'trap', 'canadian trap']",11
MET GALA,4loM16743hROPC6uIJG6wM,WUNNA,['Gunna'],0.353,0.873,0.577,0.0,0.111,-9.151,0.271,117.089,0.956,"['melodic rap', 'rap', 'atl hip hop', 'trap']",11
SideLine Watching (Hold Up),0VYhxVxH9ijmdHUKsON9Bk,The Perfect LUV Tape,['Lil Uzi Vert'],0.281,0.747,0.553,0.0,0.117,-7.294,0.117,141.888,0.262,"['melodic rap', 'trap', 'rap', 'rage rap', 'philly rap', 'hip hop']",11
Wanted You (feat. Lil Uzi Vert),790MhTXPFrYkrqCKvpg4t1,Wanted You (feat. Lil Uzi Vert),"['NAV', 'Lil Uzi Vert']",0.207,0.795,0.728,0.0,0.237,-4.712,0.0544,146.977,0.581,"['melodic rap', 'rap', 'rage rap', 'hip hop', 'canadian hip hop', 'philly rap', 'trap', 'canadian trap']",11
All The Money (with Gunna) [Bonus],4a1fh9vJMMoRjNrBmEWoM0,HEROES & VILLAINS,"['Metro Boomin', 'Gunna']",0.067,0.796,0.594,0.00172,0.608,-6.932,0.0748,111.967,0.265,"['melodic rap', 'rap', 'atl hip hop', 'trap']",11
The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,Luv Is Rage 2,"['Lil Uzi Vert', 'Oh Wonder']",0.617,0.703,0.757,0.0,0.106,-3.612,0.05,82.008,0.696,"['electropop', 'melodic rap', 'trap', 'rap', 'rage rap', 'indie poptimism', 'philly rap', 'hip hop', 'pov: indie']",11
fukumean,4rXLjWdF2ZZpXCVTfWcshS,a Gift & a Curse,['Gunna'],0.119,0.847,0.622,0.0,0.285,-6.747,0.0903,130.001,0.22,"['melodic rap', 'rap', 'atl hip hop', 'trap']",11
Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,Drip Harder,"['Lil Baby', 'Gunna']",0.0852,0.897,0.662,0.0,0.534,-6.903,0.292,112.509,0.39,"['melodic rap', 'rap', 'atl hip hop', 'trap', 'atl trap']",11
